Inputs,Tool Outputs
"Please summarize the content of the \""Research Paper.pdf\"" file.","{'open_and_get_file_path': ['Research Paper.pdf'], 'summarize_pdf': ['$1'], 'join': []}"
"Reply to the email from John regarding the campaign program, cc Jennifer, and add the campaign notes as attachments. Also, create a reminder to send the updated report by next Monday at 3:00 PM.","{'get_email_address': ['Jennifer'], 'open_and_get_file_path': ['campaign notes'], 'reply_to_email': [['$1'], 'Please find the attached campaign notes.', ['$2']], 'create_reminder': ['Send updated report', '2024-04-10 15:00:00', 'Send the updated report by next Monday at 3:00 PM.', '', 0, False], 'join': []}"
"Find the directions from your current location to the \""The Apollo\"" using walking directions and create a reminder to pack for the picnic on Sunday.","{'maps_show_directions': ['', 'The Apollo', 'w'], 'create_reminder': ['Pack for picnic', '2028-07-16', '', '', 0, True], 'join': []}"
"Add important study notes to the \""Biochemistry\"" note in the \""Science\"" folder.","{'append_note_content': ['Biochemistry', 'Important study notes:', 'Science'], 'join': []}"
"Send an SMS to Sarah with the tournament details, forward the email with the attachments to John, and append the notes from the email to the \""Debate\"" note in the \""Notes\"" folder.","{'get_phone_number': ['Sarah'], 'get_email_address': ['John'], 'send_sms': [['$1'], 'Here are the details for the upcoming tournament.'], 'forward_email': [['$2'], [], '', []], 'append_note_content': ['Debate', '', 'Notes'], 'join': []}"
"Compose an email with the subject \""Course Summary\"" to Alex, including the summary of the document \""ProjectUpdates.pdf\"" as the attachment.","{'get_email_address': ['Alex'], 'open_and_get_file_path': ['ProjectUpdates.pdf'], 'summarize_pdf': ['$2'], 'compose_new_email': [['$1'], [], 'Course Summary', ""Please find the summary of the 'ProjectUpdates.pdf' document attached."", ['$3']], 'join': []}"
"Append the additional notes to the \""Campaign Minutes\"" document under the \""Project Updates\"" folder.","{'append_note_content': ['Campaign Minutes', 'Additional notes', 'Project Updates'], 'join': []}"
"Send a quick SMS to Alice, Bob, and Sarah saying \""Show postponed to next week.\""","{'get_phone_number': ['Sarah'], 'send_sms': [['$1', '$2', '$3'], 'Show postponed to next week.'], 'join': []}"
"Compose a new email to Matthew and Emily with the subject \""Course Calendar\"" and attach the document \""Project_Plan.pdf\"" for review.","{'get_email_address': ['Emily'], 'open_and_get_file_path': ['Project_Plan.pdf'], 'compose_new_email': [['$1', '$2'], [], 'Course Calendar', ""Please review the attached document 'Project_Plan.pdf' for the course calendar."", ['$3']], 'join': []}"
"Show me the walking directions from \""Home\"" to \""School\"" for tomorrow's morning classes and create a calendar event titled \""Class at School\"" for the same time. Finally, summarize the study material in the \""BiologyBook.pdf\"" document for quick review.","{'maps_show_directions': ['Home', 'School', 'w'], 'create_calendar_event': ['Class at School', '2024-07-14 08:00:00', '2024-07-14 11:00:00', 'School', [], '', None], 'open_and_get_file_path': ['BiologyBook.pdf'], 'summarize_pdf': ['$3'], 'join': []}"
"Send a notification via SMS to Mom and Dad with a brief summary of the report \""Financial Summary.pdf\"".","{'open_and_get_file_path': ['Financial Summary.pdf'], 'summarize_pdf': ['$1'], 'get_phone_number': ['Dad'], 'send_sms': [['$3', '$4'], '$2'], 'join': []}"
"Reply to the email from Sarah, attach the project proposal document, and cc John. Additionally, compose a new email to Emma with the subject \""Conference Tomorrow\"" and attach the program. You can find all of us at the cafe near the Madison Avenue.","{'get_email_address': ['Emma'], 'open_and_get_file_path': ['program'], 'reply_to_email': [['$1'], 'Please find the attached project proposal document.', ['$3']], 'compose_new_email': [['$2'], [], 'Conference Tomorrow', 'You can find all of us at the cafe near Madison Avenue.', ['$4']], 'join': []}"
"Reply to the email from Sarah with the wedding details attached, show walking directions from \""My Home\"" to \""New York-Presbyterian\"", and create a calendar event for a team lunch next Friday with John, Jane, and David.","{'open_and_get_file_path': ['wedding details'], 'maps_show_directions': ['My Home', 'New York-Presbyterian', 'w'], 'get_email_address': ['David'], 'create_calendar_event': ['Team Lunch', '2028-02-24 12:00:00', '2028-02-24 13:00:00', '', ['$3', '$4', '$5'], '', None], 'reply_to_email': [[], 'Please find the attached wedding details.', ['$1']], 'join': []}"
"Create a calendar event titled \""Team Building Activity\"" at the park next Saturday from 11:00 AM to 2:00 PM for Canberk, Alice, and Jake.","{'get_email_address': ['Jake'], 'create_calendar_event': ['Team Building Activity', '2024-08-24 11:00:00', '2024-08-24 14:00:00', 'the park', ['$1', '$2', '$3'], '', None], 'join': []}"
"Compose a new email to Sally with the subject \""Competition Outline\"" and attach the \""Outline.pdf\"" file. Additionally, include the location of the game in the email context.","{'get_email_address': ['Sally'], 'open_and_get_file_path': ['Outline.pdf'], 'maps_open_location': ['game location'], 'compose_new_email': [['$1'], [], 'Competition Outline', 'Please find the attached competition outline and the location for the game: $3', ['$2']], 'join': []}"
"Create a note titled \""Rally Schedule\"" with the calendar items for the next week in the \""Rallys\"" folder, and schedule a virtual workshop for next Friday at 2:00 PM with John, Sarah, and Alex regarding the project updates.","{'create_note': ['Rally Schedule', 'Calendar items for the next week will be added here.', 'Rallys'], 'get_email_address': ['Alex'], 'create_calendar_event': ['Virtual Workshop: Project Updates', '2024-08-17 14:00:00', '2024-08-17 15:00:00', '', ['$2', '$3', '$4'], '', None], 'join': []}"
"Append the seminar notes to the \""Team Party\"" note in the \""Partys\"" folder, summarize the \""Quarterly Report.pdf\"" file, forward the email to Jack and Sarah with \""Party Minutes.docx\"" attached, and create a reminder to review the minutes by tomorrow at 3:00 PM with high priority.","{'append_note_content': ['Team Party', 'seminar notes', 'Partys'], 'open_and_get_file_path': ['Party Minutes.docx'], 'summarize_pdf': ['$2'], 'get_email_address': ['Sarah'], 'forward_email': [['$4', '$5'], [], '', ['$6']], 'create_reminder': ['Review Party Minutes', '2023-07-27 15:00:00', '', '', 1, False], 'join': []}"
"Reply to the email from Rachel regarding the team debate calendar, attach the debate notes file \""TeamProtestNotes.docx\"", and append the key discussion points to the note \""Protest Itinerary\"" in the \""Team\"" folder.","{'get_email_address': ['Rachel'], 'open_and_get_file_path': ['TeamProtestNotes.docx'], 'append_note_content': ['Protest Itinerary', 'Key discussion points:', 'Team'], 'reply_to_email': [['$1'], 'Please find the attached document with the debate notes.', ['$2']], 'join': []}"
"Open the note titled \""Game Outline\"" in the \""Business\"" folder.","{'open_note': ['Game Outline', 'Business'], 'join': []}"
Show me walking directions from my current location to The St. Regis.,"{'maps_show_directions': ['', 'The St. Regis', 'w'], 'join': []}"
"Summarize the content of the \""ResearchPaper.pdf\"" file, reply to the email with the key findings, set a reminder to review the paper tomorrow, and attach the summarized PDF.","{'open_and_get_file_path': ['ResearchPaper.pdf'], 'summarize_pdf': ['$1'], 'create_reminder': ['Review Research Paper', '2024-08-01', 'Review the key findings of the ResearchPaper.pdf', '', 0, True], 'reply_to_email': [[], '$2', ['$1']], 'join': []}"
"Set a reminder named \""Match with Client\"" for next Tuesday, including notes about the list. Additionally, schedule a debate titled \""Product Launch Discussion\"" for next Friday at 2:00 PM with Ann, Chris, and Emily.","{'create_reminder': ['Match with Client', '2028-04-11 00:00:00', 'Include notes about the list.', '', 0, True], 'get_email_address': ['Emily'], 'create_calendar_event': ['Product Launch Discussion', '2028-04-13 14:00:00', '2028-04-13 15:00:00', '', ['$2', '$3', '$4'], '', None], 'join': []}"
"Send a reminder SMS to Jane and Mark regarding tomorrow's group study session, and create a new note titled \""Study Group Session\"" with the study topic and materials needed.","{'get_phone_number': ['Mark'], 'create_note': ['Study Group Session', 'Study Topic and Materials Needed:', ''], 'send_sms': [['$1', '$2'], ""Hi Jane and Mark, just a reminder about our group study session scheduled for tomorrow. Please check the 'Study Group Session' note for topics and materials.""], 'join': []}"
Set a reminder to call Dad tomorrow at 2:00 PM with a priority of 1.,"{'create_reminder': ['Call Dad', '2024-04-03 14:00:00', '', '', 1, False], 'join': []}"
Send a message with the meetup details to Alice and Mark via SMS and include the location for 'Soho' for tomorrow's picnic.,"{'get_phone_number': ['Mark'], 'maps_open_location': ['Soho'], 'send_sms': [['$1', '$2'], ""Hi Alice and Mark! Don't forget about our picnic at Soho tomorrow. Here's the location: $3""], 'join': []}"
"Open the note titled \""School Project Ideas\"" in the \""Educational\"" folder, create a reminder to finalize the project details by next Friday at 5:00 PM, and open the location of the school on Apple Maps for inspiration.","{'open_note': ['School Project Ideas', 'Educational'], 'create_reminder': ['Finalize Project Details', '2024-06-21 17:00:00', '', '', 0, False], 'maps_open_location': ['school'], 'join': []}"
"Send an email to Lily with cc to Mark regarding the match itinerary. Include directions from \""Home\"" to \""Office\"" using public transit in the context.","{'get_email_address': ['Mark'], 'maps_show_directions': ['Home', 'Office', 'r'], 'compose_new_email': [['$1'], ['$2'], 'Match Itinerary Details', '$3', []], 'join': []}"
"Open the note \""Party Ideas\"" in the \""Events\"" folder, find John's phone number, send an SMS to him with the address of \""123 Oak Street, Cityville\"", and open this location in Apple Maps.","{'open_note': ['Party Ideas', 'Events'], 'get_phone_number': ['John'], 'send_sms': [['$2'], 'Hi John! The party address is 123 Oak Street, Cityville.'], 'maps_open_location': ['123 Oak Street, Cityville'], 'join': []}"
"Open the note \""Celebration Calendar\"" in the \""Work\"" folder, create a calendar event titled \""Team Lunch\"" next Friday at 1:00 PM with location \""Café Bistro\"", and open the location in Apple Maps.","{'open_note': ['Celebration Calendar', 'Work'], 'create_calendar_event': ['Team Lunch', '2027-12-16 13:00:00', '2027-12-16 14:00:00', 'Café Bistro', [], '', None], 'maps_open_location': ['Café Bistro'], 'join': []}"
Find and note down Sarah's email address for the upcoming party invitations.,"{'get_email_address': ['Sarah'], 'create_note': [""Sarah's Email Address"", '$1', ''], 'join': []}"
"Create a reminder named \""Submit Essay\"" due tomorrow for the \""Homework\"" list with the note \""Topic: World War II Essay\"". Open the note \""Essay Ideas\"" in the \""Study\"" folder. Finally, show directions from home to school for walking.","{'create_reminder': ['Submit Essay', '2027-05-08 23:59:59', 'Topic: World War II Essay', 'Homework', 0, True], 'open_note': ['Essay Ideas', 'Study'], 'maps_show_directions': ['', 'school', 'w'], 'join': []}"
"Create a note named \""Essay Outline\"" with detailed points about the introduction and conclusion in the \""School\"" folder.","{'create_note': ['Essay Outline', 'Detailed points about the introduction and conclusion will be added here.', 'School'], 'join': []}"
"Forward the email containing the project updates to Tim and Emma with a message \""Please review this\"" and send an SMS to John with a quick reminder about the exhibition tomorrow.","{'get_email_address': ['Emma'], 'get_phone_number': ['John'], 'forward_email': [['$1', '$2'], [], 'Please review this', []], 'send_sms': [['$3'], ""Quick reminder: Don't forget about the exhibition tomorrow.""], 'join': []}"
"Create a reminder to \""Buy Birthday Gift for Mom\"" for tomorrow, open the file \""ShoppingList.docx\"" to check what to buy, and jot down the gift ideas in a note titled \""Mom's Birthday\"" in the \""Personal\"" folder.","{'create_reminder': ['Buy Birthday Gift for Mom', '2029-04-03 00:00:00', '', '', 0, True], 'open_and_get_file_path': ['ShoppingList.docx'], 'create_note': [""Mom's Birthday"", '', 'Personal'], 'join': []}"
"Summarize the \""Lab_Report.pdf\"" document to prepare for the presentation next Monday, create a reminder to practice the presentation by Friday at 3:00 PM, and ensure you open the document \""Lab_Report.pdf\"" for reference.","{'open_and_get_file_path': ['Lab_Report.pdf'], 'summarize_pdf': ['$1'], 'create_reminder': ['Practice Presentation', '2024-04-06 15:00:00', '', '', 0, False], 'join': []}"
"Schedule a study session titled \""Physics Review\"" tomorrow from 3:00 PM to 5:00 PM at the library with invitees \""StudyGroup@gmail.com\"" and add notes about the topics to cover.","{'create_calendar_event': ['Physics Review', '2025-05-21 15:00:00', '2025-05-21 17:00:00', 'the library', ['StudyGroup@gmail.com'], 'Topics to cover: Kinematics, Dynamics, Thermodynamics, and Electromagnetism', None], 'join': []}"
"Compose a new email invitation for a class to John and Emma, with Zoom link attached in the context, and \""Rally Plan\"" document attached.","{'get_email_address': ['Emma'], 'open_and_get_file_path': ['Rally Plan'], 'get_zoom_meeting_link': ['Class Invitation', '2023-04-05 10:00:00', 60, ['$1', '$2']], 'compose_new_email': [['$1', '$2'], [], 'Invitation to Class', '$4', ['$3']], 'join': []}"
"Create a calendar event titled \""Team Performance\"" for next Monday from 10:00 AM to 11:00 AM at \""Conference Room\"", invite John@outlook.com and Jane@outlook.com, add notes \""Review project progress\"", then open the note \""Performance Program\"" in the \""Work\"" folder to update the discussion points, and set a reminder to complete the protest minutes by the end of the day.","{'create_calendar_event': ['Team Performance', '2026-11-02 10:00:00', '2026-11-02 11:00:00', 'Conference Room', ['John@outlook.com', 'Jane@outlook.com'], 'Review project progress', ''], 'open_note': ['Performance Program', 'Work'], 'create_reminder': ['Complete Meeting Minutes', '2026-11-02', '', '', 0, True], 'join': []}"
"Summarize the content of the document \""ResearchPaper.pdf\"". Then compose a new email to John.Doe@email.com with the subject \""Research Paper Summary\"" and attach the summary.","{'open_and_get_file_path': ['ResearchPaper.pdf'], 'summarize_pdf': ['$1'], 'compose_new_email': [['John.Doe@email.com'], [], 'Research Paper Summary', '$2', []], 'join': []}"
"Create a calendar event titled \""Birthday Party\"" from 6:00 PM to 10:00 PM next Saturday at Addison Park. Invite Sarah, John, and Jessica.","{'get_email_address': ['Jessica'], 'create_calendar_event': ['Birthday Party', '2026-04-18 18:00:00', '2026-04-18 22:00:00', 'Addison Park', ['$1', '$2', '$3'], '', None], 'join': []}"
Show me walking directions from my current location to the nearest library.,"{'maps_show_directions': ['', 'nearest library', 'w'], 'join': []}"
"Forward the email with the attachments \""WorkshopNotes.docx\"" and \""Schedule.pdf\"" to John and Sarah to discuss further details.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['Schedule.pdf'], 'forward_email': [['$1', '$2'], [], '', ['$3', '$4']], 'join': []}"
"Open the note \""Project Tasks\"" in the \""Work\"" folder.","{'open_note': ['Project Tasks', 'Work'], 'join': []}"
"Summarize the document \""ResearchPaper.pdf\"" and create a note titled \""Key Points\"" in the \""Study\"" folder with the summary.","{'open_and_get_file_path': ['ResearchPaper.pdf'], 'summarize_pdf': ['$1'], 'create_note': ['Key Points', '$2', 'Study'], 'join': []}"
"Open the note \""Campaign Plan\"" from the \""Work\"" folder and email it to John for tomorrow's protest timetable review.","{'open_note': ['Campaign Plan', 'Work'], 'get_email_address': ['John'], 'compose_new_email': [['$2'], [], 'Protest Timetable Review', ""Please find attached the Campaign Plan note for tomorrow's protest timetable review."", ['$1']], 'join': []}"
"Create a calendar event titled \""Team Lunch\"" for next Wednesday from 12:00 PM to 1:00 PM at the \""Pasta Palace\"" and invite John@berkeley.edu and Jane@berkeley.edu. Then open the location of the restaurant in Apple Maps. Finally, reply to the email regarding the lunch arrangements in the Mail app.","{'create_calendar_event': ['Team Lunch', '2023-11-17 12:00:00', '2023-11-17 13:00:00', 'Pasta Palace', ['John@berkeley.edu', 'Jane@berkeley.edu'], '', None], 'maps_open_location': ['Pasta Palace'], 'reply_to_email': [[], 'The Team Lunch event has been scheduled for next Wednesday from 12:00 PM to 1:00 PM at Pasta Palace.', []], 'join': []}"
"Send an SMS to Tom, Sarah, and Emma with the message \""Reminder: Rally tomorrow at 2:00 PM\"" and reply to the last email with the updated report attached.","{'get_phone_number': ['Emma'], 'open_and_get_file_path': ['updated_report'], 'send_sms': [['$1', '$2', '$3'], 'Reminder: Rally tomorrow at 2:00 PM'], 'reply_to_email': [[], 'Please find the updated report attached.', ['$4']], 'join': []}"
"Create a note titled \""Vacation Plans\"" with details about your trip to \""Hawaii\"" in the \""Travel\"" folder. Then open the note \""Packing List\"" in the \""Travel\"" folder to add essential items for your vacation.","{'create_note': ['Vacation Plans', 'Details about trip to Hawaii.', 'Travel'], 'open_note': ['Packing List', 'Travel'], 'append_note_content': ['Packing List', 'Essential items for vacation: swimwear, sunscreen, sunglasses, sandals, camera.', 'Travel'], 'join': []}"
"Send an SMS to 123-456-7890 and 987-654-3210 with the message \""Rally at The Dead Rabbit tomorrow at 9 AM. Don't forget to bring the report.\"" Once done, append the town hall details to the existing note called \""Team Rally\"" in the \""Work\"" folder and reply to the latest email with the town hall plan attached. Finally, get directions from your current location to \""The Dead Rabbit\"" using walking mode in Apple Maps.","{'send_sms': [['123-456-7890', '987-654-3210'], ""Rally at The Dead Rabbit tomorrow at 9 AM. Don't forget to bring the report.""], 'append_note_content': ['Team Rally', ""Town hall details: Rally at The Dead Rabbit tomorrow at 9 AM. Don't forget to bring the report."", 'Work'], 'open_and_get_file_path': ['town_hall_plan'], 'reply_to_email': [[], 'Please find the town hall plan attached.', ['$3']], 'maps_show_directions': ['', 'The Dead Rabbit', 'w'], 'join': []}"
"Add the \""Dentist appointment at 2:00 PM\"" note to the \""Health\"" section and get John Doe's phone number to confirm the appointment.","{'get_phone_number': ['John Doe'], 'create_note': ['Dentist appointment at 2:00 PM', 'Dentist appointment at 2:00 PM', 'Health'], 'send_sms': [['$1'], 'Hello, this is a confirmation for your dentist appointment today at 2:00 PM. Please reply to confirm your attendance.'], 'join': []}"
Reply to the email with the weekly status report attached and CC Emma. Then check the location for the new coffee shop using Apple Maps.,"{'get_email_address': ['Emma'], 'open_and_get_file_path': ['weekly status report'], 'reply_to_email': [['$1'], '', ['$2']], 'maps_open_location': ['new coffee shop'], 'join': []}"
"Forward the email with the project updates to John.Doe@email.com and Emily.Smith@email.com, summarize the \""QuarterlyReport.pdf\"" attachment, and append the summary to the existing note \""Project Summary\"" in the \""Business\"" folder.","{'open_and_get_file_path': ['QuarterlyReport.pdf'], 'summarize_pdf': ['$1'], 'append_note_content': ['Project Summary', '$2', 'Business'], 'forward_email': [['John.Doe@email.com', 'Emily.Smith@email.com'], [], '', []], 'join': []}"
"Create a calendar event titled \""Team Lecture\"" tomorrow from 10:00 AM to 11:00 AM at \""Office Conference Room\"" with invitees John.Doe@berkeley.edu and Jane.Smith@berkeley.edu. After that, summarize the contents of the \""Team Lecture Calendar.pdf\"" file and reply to the email thread with any follow-up notes attached.","{'create_calendar_event': ['Team Lecture', '2023-02-21 10:00:00', '2023-02-21 11:00:00', 'Office Conference Room', ['John.Doe@berkeley.edu', 'Jane.Smith@berkeley.edu'], '', None], 'open_and_get_file_path': ['Team Lecture Calendar.pdf'], 'summarize_pdf': ['$2'], 'reply_to_email': [[], '$3', []], 'join': []}"
"Send an SMS to Alice and Bob in your contacts, inviting them to a beach party on Saturday. Also, create a note titled \""Beach Party\"" in the \""Events\"" folder with details of the party.","{'get_phone_number': ['Bob'], 'create_note': ['Beach Party', ""You're invited to a fantastic beach party this Saturday! Bring your swimsuits, towels, and your favorite beach games. Let's enjoy the sun and have fun!"", 'Events'], 'send_sms': [['$1', '$2'], ""Hey! Don't forget about the beach party this Saturday. It's going to be a blast, hope to see you there!""], 'join': []}"
"Create a reminder titled \""Game Preparation\"" for tomorrow at noon to study the notes from the \""Project Game\"" saved in the default notes folder. After that, compose an email to John and Emma with the gathering details attached as \""GameDetails.pdf\"" and include the map location for the gathering venue in the context.","{'create_reminder': ['Game Preparation', '2024-09-13 12:00:00', ""Study the notes from the 'Project Game'."", '', 0, False], 'get_email_address': ['Emma'], 'open_and_get_file_path': ['GameDetails.pdf'], 'open_note': ['Project Game', ''], 'maps_open_location': ['gathering venue'], 'compose_new_email': [['$2', '$3'], [], 'Game Gathering Details', ""Please find the details for the game gathering attached. Make sure to study the 'Project Game' notes before our meeting."", ['$4']], 'join': []}"
"Compose a new email to Sarah and John with the subject \""Festival Itinerary\"" and attach the file \""Itinerary.docx\"". Also, include the Zoom link in the email context for the show scheduled tomorrow at 10:00 AM.","{'get_email_address': ['John'], 'open_and_get_file_path': ['Itinerary.docx'], 'get_zoom_meeting_link': ['Show Scheduled', '2025-06-29 10:00:00', 60, ['$1', '$2']], 'compose_new_email': [['$1', '$2'], [], 'Festival Itinerary', '$4', ['$3']], 'join': []}"
"Reply to the email, cc Alice, and attach \""ConcertNotes.docx\"".","{'get_email_address': ['Alice'], 'open_and_get_file_path': ['ConcertNotes.docx'], 'reply_to_email': [['$1'], 'Please find the attached document.', ['$2']], 'join': []}"
Send a quick message to invite Josh and Emily to the movie night this Friday at 7 PM.,"{'get_phone_number': ['Emily'], 'send_sms': [['$1', '$2'], ""Hey! You're invited to movie night this Friday at 7 PM. Hope to see you there!""], 'join': []}"
"Create a calendar event titled \""Team Debate\"" for next Monday at 3:00 PM, then compose a new note with the outline points, and send it to John.Doe@outlook.com and Lisa.Smith@outlook.com. Don't forget to attach the presentation slides to the email.","{'create_calendar_event': ['Team Debate', '2023-10-16 15:00:00', '2023-10-16 16:00:00', '', [], '', None], 'create_note': ['Team Debate Outline', '', ''], 'open_and_get_file_path': ['presentation slides'], 'compose_new_email': [['John.Doe@outlook.com', 'Lisa.Smith@outlook.com'], [], 'Team Debate Outline', 'Please find the attached outline and presentation slides for the Team Debate event.', ['$3']], 'join': []}"
"Compose a new email with the subject \""Dinner Plans\"" to Anna@yahoo.com and Ben@gmail.com, cc to Maria@hotmail.com, with the attachment \""RestaurantMenu.pdf\"" included.","{'open_and_get_file_path': ['RestaurantMenu.pdf'], 'compose_new_email': [['Anna@yahoo.com', 'Ben@gmail.com'], ['Maria@hotmail.com'], 'Dinner Plans', '', ['$1']], 'join': []}"
"Open Apple Maps and explore directions from your current location to \""The St. Regis\"".","{'maps_show_directions': ['', 'The St. Regis', 'd'], 'join': []}"
"Open the note \""Grocery List\"" in the \""Personal\"" folder.","{'open_note': ['Grocery List', 'Personal'], 'join': []}"
"Create a reminder to \""Buy Birthday Gift\"" for next week, compose a birthday email for Tom with the subject \""Happy Birthday!\"", and attach the birthday card. Additionally, add gift ideas to the existing note \""Gift Ideas\"" in the \""Shopping\"" folder.","{'create_reminder': ['Buy Birthday Gift', '2027-09-20 00:00:00', '', '', 0, True], 'get_email_address': ['Tom'], 'open_and_get_file_path': ['birthday card'], 'compose_new_email': [['$2'], [], 'Happy Birthday!', 'Wishing you a fantastic birthday filled with joy and happiness!', ['$3']], 'append_note_content': ['Gift Ideas', ""Add gift ideas for Tom's birthday."", 'Shopping'], 'join': []}"
"Compose an email to Mom with a summary of the \""SciencePaper.pdf\"" attached and include a map location of the local library in the context for tomorrow's study session.","{'get_email_address': ['Mom'], 'open_and_get_file_path': ['SciencePaper.pdf'], 'summarize_pdf': ['$2'], 'maps_open_location': ['local library'], 'compose_new_email': [['$1'], [], ""Summary of Science Paper and Tomorrow's Study Session Details"", ""Hi Mom,\n\nHere's the summary of the science paper I've been working on. Also, I've attached the location of the local library where we'll have our study session tomorrow."", ['$3']], 'join': []}"
"Open the note titled \""Project Ideas\"" in the \""Ideas\"" folder and find directions from your current location to \""Masa\"" using public transit.","{'open_note': ['Project Ideas', 'Ideas'], 'maps_show_directions': ['', 'Masa', 'r'], 'join': []}"
"Create a note titled \""Performance Notes\"" with the key points discussed during the team celebration in the folder \""Work Notes\"" and reply to the latest email summarizing the celebration outcomes.","{'create_note': ['Performance Notes', 'Key points discussed during the team celebration will be added here.', 'Work Notes'], 'open_and_get_file_path': ['team_celebration_summary'], 'summarize_pdf': ['$2'], 'reply_to_email': [[], '$3', []], 'join': []}"
"Send a reminder SMS about the party tomorrow to Mom, Dad, and Lisa.","{'get_phone_number': ['Lisa'], 'send_sms': [['$1', '$2', '$3'], ""Hi! Just a reminder about the party tomorrow. Can't wait to see you all there!""], 'join': []}"
"Create a reminder to \""Submit Project Proposal\"" by next Friday with high priority. Afterwards, open the note titled \""Research Notes\"" in the \""Projects\"" folder.","{'create_reminder': ['Submit Project Proposal', '2024-04-12 23:59:59', '', '', 1, True], 'open_note': ['Research Notes', 'Projects'], 'join': []}"
"Send a text message to Mom and Dad, \""Don't forget to pick up the kids from school,\"" and update the note \""Family Chores\"" with this information.","{'get_phone_number': ['Dad'], 'send_sms': [['$1', '$2'], ""Don't forget to pick up the kids from school""], 'append_note_content': ['Family Chores', ""Don't forget to pick up the kids from school."", ''], 'join': []}"
"Create a note titled \""Ideas for Project X\"" in the \""Project\"" folder, then reply to the latest email with your suggestions, forward it to Sarah and Mark, and create a calendar event for the project debate next Monday.","{'create_note': ['Ideas for Project X', '', 'Project'], 'get_email_address': ['Mark'], 'reply_to_email': [[], 'Here are my suggestions for Project X.', []], 'forward_email': [['$2', '$3'], [], 'Forwarding my suggestions for Project X.', []], 'create_calendar_event': ['Project Debate', '2023-11-20 00:00:00', '2023-11-20 01:00:00', '', [], '', None], 'join': []}"
"Compose an email to John and Sarah with the subject \""Competition Tomorrow\"" and attach the project updates file. In the context of the email, put the map location of the gathering place.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['project updates'], 'maps_open_location': ['gathering place'], 'compose_new_email': [['$1', '$2'], [], 'Competition Tomorrow', '$4', ['$3']], 'join': []}"
"Summarize the PDF \""ResearchPaper.pdf,\"" reply to the email with additional information and attach the summarized PDF, then append the email details to the note \""Research Notes.\""","{'open_and_get_file_path': ['ResearchPaper.pdf'], 'summarize_pdf': ['$1'], 'reply_to_email': [[], '$2', ['$1']], 'append_note_content': ['Research Notes', 'Email replied with summarized ResearchPaper.pdf attachment.', ''], 'join': []}"
"Summarize the contents of the \""ProjectReport.pdf\"" file and reply to the email with the key points attached as context.","{'open_and_get_file_path': ['ProjectReport.pdf'], 'summarize_pdf': ['$1'], 'reply_to_email': [[], '$2', []], 'join': []}"
"Open the note titled \""Project Ideas\"" in the \""Research\"" folder, summarize the content of the PDF file \""MarketResearch.pdf\"" attached to the note, and view the location of \""The New School\"" in Apple Maps.","{'open_note': ['Project Ideas', 'Research'], 'open_and_get_file_path': ['MarketResearch.pdf'], 'summarize_pdf': ['$2'], 'maps_open_location': ['The New School'], 'join': []}"
Forward the email to Jenny with the updated report attached and include the location of the new office in the email body.,"{'get_email_address': ['Jenny'], 'open_and_get_file_path': ['updated report'], 'maps_open_location': ['new office'], 'forward_email': [['$1'], [], 'Please find the updated report attached. Additionally, here is the location of our new office: $3', ['$2']], 'join': []}"
"Summarize the content of the \""Annual_Report.pdf\"" file, then send an SMS with the summary to John and Sarah.","{'open_and_get_file_path': ['Annual_Report.pdf'], 'summarize_pdf': ['$1'], 'get_phone_number': ['Sarah'], 'send_sms': [['$3', '$4'], '$2'], 'join': []}"
"Compose a new email to the study group for tomorrow's session, adding the Zoom link in the email content, and attach the document \""StudyGuide.pdf\"".","{'get_email_address': ['study group'], 'open_and_get_file_path': ['StudyGuide.pdf'], 'get_zoom_meeting_link': ['Study Session', '2029-07-07 04:16:00', 60, ['$1']], 'compose_new_email': [['$1'], [], 'Study Session Details', '$3', ['$2']], 'join': []}"
"Reply to the email from John, thanking him for the information provided, and include Lisa in cc.","{'get_email_address': ['Lisa'], 'reply_to_email': [['$1'], 'Thank you, John, for the information provided.', []], 'join': []}"
"Forward the email containing the event details to John and Sarah with the driving directions from \""Home\"" to \""Event Venue\"" in Apple Maps.","{'get_email_address': ['Sarah'], 'maps_show_directions': ['Home', 'Event Venue', 'd'], 'forward_email': [['$1', '$2'], [], '$3', []], 'join': []}"
"Create a reminder to \""Buy Groceries\"" for tomorrow, open the note \""Performance Outline\"" from the \""Work\"" folder, and then open the location of \""LaGuardia Cafe\"" in Apple Maps.","{'create_reminder': ['Buy Groceries', '2024-03-10 00:00:00', '', '', 0, True], 'open_note': ['Performance Outline', 'Work'], 'maps_open_location': ['LaGuardia Cafe'], 'join': []}"
"Schedule a virtual study session titled \""Math Review\"" for next Monday at 4:00 PM and invite Emma, Alex, and Lily to join.","{'get_email_address': ['Lily'], 'get_zoom_meeting_link': ['Math Review', '2027-07-12 16:00:00', 60, ['$1', '$2', '$3']], 'create_calendar_event': ['Math Review', '2027-07-12 16:00:00', '2027-07-12 17:00:00', '', ['$1', '$2', '$3'], '$4', None], 'join': []}"
