input,tool_outputs
"Compose an email with the subject,\""Virtual Performance Details\"" to Mark and Emma, with attachments for the timetable and Zoom link in the context. Additionally, create a note titled,\""Performance Itinerary\"" with the timetable details and show directions from your location to the course venue.","{'get_email_address': ['Emma'], 'open_and_get_file_path': ['timetable'], 'get_zoom_meeting_link': ['Virtual Performance Details', '2024-04-16 09:00:00', 60, ['$1', '$2']], 'create_note': ['Performance Itinerary', 'Timetable details will be added here.', ''], 'maps_show_directions': ['', 'course venue', 'd'], 'compose_new_email': [['$1', '$2'], [], 'Virtual Performance Details', '$4\n\nZoom Link: $3', ['$3']], 'join': []}"
"Summarize the content of the file \""ResearchPaper.pdf,\"" append it to the note \""Latest Research\"" in the \""Research\"" folder, and show walking directions from \""Home\"" to \""School\"" in Apple Maps.","{'open_and_get_file_path': ['ResearchPaper.pdf'], 'summarize_pdf': ['$1'], 'append_note_content': ['Latest Research', '$2', 'Research'], 'maps_show_directions': ['Home', 'School', 'w'], 'join': []}"
"Create a calendar event titled \""Team Match\"" for next Monday at 2 PM at the office, invite John and Sarah, and then open the note titled \""Outline\"" in the \""Matchs\"" folder.",{}
"Open the note titled \""Class Notes\"" in the \""Work\"" folder, find John's email address, and send him an SMS to confirm tomorrow's party time.",{}
"Open the note titled \""Shopping List\"" in the \""Notes\"" folder and then send an SMS to Michael with the updated list of items needed for the party.",{}
"Reply to the email from Mark regarding the project update with the revised timeline attached, and set a reminder to follow up on the project next week.",{}
"Forward the email with the latest updates to Anna and Jack, cc Emma, and attach the file \""TeamConcertNotes.pdf\"".","{'get_email_address': ['Jack'], 'open_and_get_file_path': ['TeamConcertNotes.pdf'], 'forward_email': [['$1', '$2'], [], '', ['$3']], 'join': []}"
"Open the document \""ProjectPlan.xlsx\"", create a calendar event titled \""Client Lecture\"" next Tuesday from 2:00 PM to 3:00 PM at \""123 Main St\"", invite Sarah and Mark, add notes about the list, and then create a note titled \""Weekly Goals\"" with the goals for the upcoming week.","{'open_and_get_file_path': ['ProjectPlan.xlsx'], 'get_email_address': ['Mark'], 'create_calendar_event': ['Client Lecture', '2024-04-05 14:00:00', '2024-04-05 15:00:00', '123 Main St', ['$2', '$3'], '', None], 'create_note': ['Weekly Goals', 'List of goals for the upcoming week.', ''], 'join': []}"
"Open the note titled \""Marketing Strategy\"" in the \""Business Ideas\"" folder.","{'open_note': ['Marketing Strategy', 'Business Ideas'], 'join': []}"
"Create a calendar event titled \""Team Town hall\"" from 3:30 PM to 4:30 PM at \""Conference Room\"", inviting John, Sarah, and Emma.","{'get_email_address': ['Emma'], 'create_calendar_event': ['Team Town hall', '2024-12-07 15:30:00', '2024-12-07 16:30:00', 'Conference Room', ['$1', '$2', '$3'], '', None], 'join': []}"
"Compose a new email to schedule a Zoom call for the project presentation with 'Alice' and 'Bob' as recipients, mentioning the Zoom link in the context, and attach the project slides for review.",{}
"Append the new findings to the research notes in the \""Science_Project\"" folder.","{'open_and_get_file_path': ['new findings'], 'summarize_pdf': ['$1'], 'append_note_content': ['research notes', '$2', 'Science_Project'], 'join': []}"
Find Susan's phone number and send her a text message asking about the upcoming book club campaign.,"{'get_phone_number': ['Susan'], 'send_sms': [['$1'], 'Hi Susan, could you please give me more information about our upcoming book club campaign?'], 'join': []}"
"Open the note \""Travel Bucket List\"" in the \""Personal\"" folder and then show walking directions from your current location to \""Le Bernardin\"" in Apple Maps.","{'open_note': ['Travel Bucket List', 'Personal'], 'maps_show_directions': ['', 'Le Bernardin, New York City', 'w'], 'join': []}"
"Open the note \""Weekly Tasks\"" in the \""Personal\"" folder, then create a reminder to follow up on the tasks by next Friday. Finally, compose a new email to send the reminder to Jane.Doe@gmail.com and include the note's content in the email.",{}
"Forward the email to Sarah with the attachments \""SalesReport.pdf\"" and \""Charts.xlsx\"", then create a reminder to follow up on the email by next Tuesday. Finally, append the email details and action items to the note \""Follow-up Tasks\"" in the \""Work\"" folder.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['Charts.xlsx'], 'forward_email': [['$1'], [], '', ['$2', '$3']], 'create_reminder': ['Follow up on email', '2024-12-06 23:59:59', '', '', 0, True], 'append_note_content': ['Follow-up Tasks', 'Email forwarded to Sarah with attachments and reminder created.', 'Work']}"
"Open the \""ProjectProposal.pdf\"" file, view the content, and then append notes summarizing key points to the \""Project Ideas\"" note in the \""Proposals\"" folder.","{'open_and_get_file_path': ['ProjectProposal.pdf'], 'summarize_pdf': ['$1'], 'append_note_content': ['ProjectProposal', '$2', 'Proposals'], 'join': []}"
"Create a reminder called \""Assignment Deadline\"" for tomorrow with high priority and create a note titled \""Study Plan\"" with study goals for the week.",{}
"Create a reminder to \""Buy Birthday Gift\"" for Sarah due tomorrow, set with high priority, with notes about gift ideas.",{}
"Create a note titled \""Shopping List\"" for grocery items, then open the Apple Maps to locate the nearest grocery store, and finally, text Mom the list of items needed.",{}
Look up the phone number for Tom and send him a text message.,"{'get_phone_number': ['Tom'], 'send_sms': [['$1'], 'Hi Tom, just wanted to remind you about our next meeting.'], 'join': []}"
"Open the \""Project Plan.pdf\"" file to get its path, then open the note \""Reunion Calendar\"" in the \""Work\"" folder, show walking directions from your current location to \""Coffee Shop\"", and forward the latest email to Alice and Bob with the updated information attached.",{}
"Open the file \""VacationPlans.pdf\"" and check the walking directions from \""Home\"" to \""Union Square Park\"" for tomorrow afternoon.",{}
"Append the protest notes to the existing note \""Team Exhibition\"" in the \""Exhibitions\"" folder, and compose a new email to Alex and Emma with the subject \""Weekly Exhibition List\"" and attach the file \""List.docx\"".","{'append_note_content': ['Team Exhibition', 'protest notes', ''], 'get_email_address': ['Emma'], 'open_and_get_file_path': ['List.docx'], 'compose_new_email': [['$2', '$3'], [], 'Weekly Exhibition List', '', ['$4']], 'join': []}"
"Open the note titled \""Project Ideas\"" in the \""Ideas\"" folder and summarize the content included in the PDF file \""ProjectOverview.pdf\"".",{}
"Open the note named \""Essay Plan\"" in the \""School\"" folder and get the path for the file \""ResearchPaper.docx\"" for reference.","{'open_note': ['Essay Plan', 'School'], 'open_and_get_file_path': ['ResearchPaper.docx'], 'join': []}"
"Create a new note titled \""Project Ideas\"" in the \""Ideas\"" folder, add the brainstorming session details, and then append the update notes to this existing note.",{}
"Set a reminder to \""Prepare for Exam\"" by tomorrow with a high priority.",{}
"Open the \""ProjectProposal.docx\"" file to review the content.",{}
"Show driving directions from \""Home\"" to \""Work\"" in Apple Maps and update the note \""Daily Commute Log\"" with the estimated travel time.","{'maps_show_directions': ['Home', 'Work', 'd'], 'append_note_content': ['Daily Commute Log', '$1', ''], 'join': []}"
"Compose a new email to Emily@xyz.com with the subject \""Game Program\"" and attach \""Program.pdf\"". Then, append the concert notes to the existing note called \""Team Game\"" in the \""Work\"" folder.",{}
"Summarize the PDF document \""Project_Report.pdf\"", send a study reminder SMS to Tom, and create a note titled \""Study Plan\"" in the \""Education\"" folder.","{'open_and_get_file_path': ['Project_Report.pdf'], 'summarize_pdf': ['$1'], 'get_phone_number': ['Tom'], 'send_sms': [['$3'], 'Hi Tom, just a reminder to study for the upcoming exams.'], 'create_note': ['Study Plan', '$2', ''], 'join': []}"
"Append the campaign minutes to the \""Weekly Protest\"" note in the \""Work\"" folder, then compose a new email to \""Team@gmail.com\"" with the subject \""Protest Recap\"". Include the summarized version of the attachment \""Project Update.pdf\"" in the email as well.",{}
"Compose an email to John and Lisa, with a subject \""Performance Program\"" and attach the file \""Program.docx\"". Include a map location of the tournament venue in the context.",{}
"Compose a new email to Emily and John with the subject \""Festival List\"" and attach \""FestivalNotes.pdf.\"" Also, append the performance time in the note \""FestivalDetails\"" in the \""Business\"" folder.",{}
"Add the new assignment details to the existing note \""Class Projects\"" in the \""School\"" folder.",{}
"Forward the email about the team lecture to John and Sarah, along with additional notes, and create a reminder to review the lecture program for tomorrow. Additionally, open directions to \""The Plaza Hotel\"" in Apple Maps.","{'get_email_address': ['Sarah'], 'forward_email': [['$1', '$2'], [], 'Please find attached the lecture program and additional notes.', []], 'create_reminder': ['Review Lecture Program', '2024-12-01 09:00:00', ""Review the lecture program for tomorrow's team meeting."", '', 0, True], 'maps_show_directions': ['The Plaza Hotel', '', 'd'], 'join': []}"
"Open the note titled \""Study Plan\"" in the \""School\"" folder.",{}
"Compose an email to Sarah and John regarding the project update, including the latest report as an attachment. Additionally, set a reminder named \""Project Review Rally\"" for next Monday at 10:00 AM.","{'get_email_address': ['John'], 'open_and_get_file_path': ['latest report'], 'compose_new_email': [['$1', '$2'], [], 'Project Update and Next Steps', 'Please find the latest report attached. Also, a reminder has been set for our project review rally next Monday at 10:00 AM.', ['$3']], 'create_reminder': ['Project Review Rally', '2024-12-06 10:00:00', '', '', 0, False], 'join': []}"
"Open the file \""ResearchPaper.pdf\"" to review, summarize the content, and append key points to the existing note \""Research Notes\"" in the \""Study\"" folder.","{'open_and_get_file_path': ['ResearchPaper.pdf'], 'summarize_pdf': ['$1'], 'append_note_content': ['Research Notes', '$2', 'Study'], 'join': []}"
"Create a calendar event titled \""Project Review Lesson\"" for next Tuesday from 9:00 AM to 10:00 AM at the office, invite John and Sarah, and include tournament notes. Also, summarize the content of the PDF \""ProjectSummary.pdf\"" and set a reminder to review the details by next Monday.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['ProjectSummary.pdf'], 'create_calendar_event': ['Project Review Lesson', '2024-04-05 09:00:00', '2024-04-05 10:00:00', 'the office', ['$1', '$2'], '', None], 'summarize_pdf': ['$3'], 'create_reminder': ['Review Project Details', '2024-04-08 09:00:00', 'Review the tournament notes.', '', 0, False], 'join': []}"
"Forward the email with the subject \""Wedding Outline\"" to John, Sarah, and Dave, and create a reminder to follow up on the get-together details by next Monday.",{}
"Forward the latest email to Mark and Emily with the project updates attached as \""ProjectUpdates.pdf\"" and send an SMS to Tom with a brief summary of the discussion.",{}
"Summarize the document \""HistoryEssay.pdf\"", reply to the latest email thread with additional comments to John and Sarah in the cc, and append the key points to the note \""Research\"" in the \""School\"" folder.","{'open_and_get_file_path': ['HistoryEssay.pdf'], 'summarize_pdf': ['$1'], 'get_email_address': ['Sarah'], 'append_note_content': ['History Essay Summary', '$2', ''], 'reply_to_email': [['$3', '$4'], 'Please find the summarized content of the document attached.', ['$1']], 'join': []}"
"Open the note titled \""Ideas for Presentation\"" in the \""Personal\"" folder and display its contents.",{}
"Please create a calendar event titled \""Team Presentation\"" for next Monday at 10:00 AM at \""Office\"", invite John and Jane, then append the performance details to the existing note \""PresentationNotes\"" under the \""Work\"" folder.",{}
"Create a new note titled \""Workout Routine\"" in the \""Health\"" folder with initial exercise details and then append more workout tips to the same note over time.",{}
"Open the note titled \""Essay Draft\"" in the \""School\"" folder.",{}
"Summarize the document \""Marketing_Report.pdf\"" and reply to the email with Jane, attaching the summary.",{}
"Create a note named \""Birthday Gift Ideas\"" in the \""Shopping\"" folder with gift suggestions for Mom, then compose an email to Dad about the ideas with the note attached.",{}
"Compose an email to Kate, Tom, and Lily with the subject \""Town hall Notes\"" and attach the file \""Town hallNotes.pdf\"" while summarizing its content in the email. Additionally, append these seminar notes to the note named \""Team Town halls\"" in the \""Work\"" folder.",{}
"Open a new location in Apple Maps for \""Golden Gate Bridge\"".",Error: 1
"Compose a new email to Alice, Ben and Chris with the subject \""Class List\"" and attach the file \""List.docx\"". Include the location of the protest in the email context.",{}
"Summarize the \""Product Launch Program.pdf\"" document, plan directions from \""Home\"" to \""Company Office\"" for walking, create a reminder to submit weekly reports by next Monday, and schedule a team game on Wednesday from 2:00 PM to 4:00 PM.",{}
"Compose a new email to Sarah and John, with the subject \""Project Seminar Tomorrow\"", attaching the project_updates.pdf.","{'get_email_address': ['John'], 'open_and_get_file_path': ['project_updates.pdf'], 'compose_new_email': [['$1', '$2'], [], 'Project Seminar Tomorrow', 'Please find attached the project updates for our upcoming seminar.', ['$3']], 'join': []}"
"Forward the current email with additional comments to John and Emma, cc Peter, and attach the files \""Proposal.pdf\"" and \""LectureNotes.docx\"".","{'get_email_address': ['Peter'], 'open_and_get_file_path': ['LectureNotes.docx'], 'forward_email': [['$1', '$2'], ['$3'], 'Please see the attached files for your reference.', ['$4', '$5']], 'join': []}"
"Add the festival list to the note \""Team Party Notes\"" in the \""Work\"" folder.","{'append_note_content': ['Team Party Notes', 'Festival list:', 'Work'], 'join': []}"
"Create a note called \""Study Plan\"" with tips for effective studying. Then append more details about study resources to the same note. Finally, summarize the content of the PDF file \""Chemistry Notes.pdf\"".",{}
"Reply to the email from Alice, attach the workshop calendar file \""TeamCampaignPlan.docx\"" and confirm the changes discussed.",{}
"Send an SMS to Mom with the message \""Running late for dinner tonight.\"" Then, append the gathering schedule details to the existing note \""Team Celebration\"" in the \""Celebrations\"" folder, and reply to the email from Jane with the attached presentation slides for review.",{}
"Open the \""Competition List.docx\"" file and forward the latest email to John and Emma with attachments \""Report.pdf\"" and \""Notes.txt\"".","{'open_and_get_file_path': ['Competition List.docx'], 'get_email_address': ['Emma'], 'forward_email': [['$2', '$3'], [], '', ['$1', '$2']], 'join': []}"
"Create a note called \""Recipe Ideas\"" in the \""Kitchen\"" folder with a list of ingredients for lasagna. Then, from the received email about the potluck, forward the email to Amy and Brian to discuss coordinating dishes.",{}
"Send a reminder via SMS to the study group about the upcoming exam and create a note with essential study tips for yourself in the \""Exam Prep\"" folder.",{}
"Create a calendar event titled \""Team Party\"" for next Monday at 2:00 PM at \""Company Office\"" with invitees Jenny, Max, and Sarah.","{'get_email_address': ['Sarah'], 'create_calendar_event': ['Team Party', '2024-12-05 14:00:00', '2024-12-05 16:00:00', 'Company Office', ['$1', '$2', '$3'], '', None], 'join': []}"
"Reply to the email with the town hall notes attached and cc'ed to Alice. Create a calendar event named \""Team Lunch\"" on Friday at 12:00 PM at \""Cafe Milano\"" for John, Sarah, and Emma.",{}
"Summarize the content of the \""ResearchPaper.pdf\"" file and create a reminder to review the paper by next Friday at 3:00 PM.","{'open_and_get_file_path': ['ResearchPaper.pdf'], 'summarize_pdf': ['$1'], 'create_reminder': ['Review Research Paper', '2024-04-06 15:00:00', '', '', 0, False], 'join': []}"
"Summarize the contents of the \""Research Paper.pdf\"" file and open the note titled \""Important Points\"" in the \""Studies\"" folder.","{'open_and_get_file_path': ['Research Paper.pdf'], 'summarize_pdf': ['$1'], 'append_note_content': ['Important Points', '$2', 'Studies'], 'join': []}"
Send a message to John and Sarah to meet at the library tomorrow and use walking directions from your current location to the library.,{}
"Open the note \""Important Rally Details\"" in the \""Work\"" folder, then create a calendar event titled \""Team Strategy Rally\"" tomorrow at 3:00 PM with location at \""Main Conference Room\"" and invite Emily, John, and Lisa.",{}
"Forward the latest exhibition minutes email to Emma and Sara, adding some context information, and include the document \""SeminarMinutes.docx\"". Then, send an SMS to Mom and Dad updating them about the exhibition.",{}
"Send an email to John and Sarah with the subject \""Rally Details\"" and attach the \""Schedule.pdf\"" summary for tomorrow's competition. Include the location of the competition in Apple Maps in the context of the email.",{}
Send an SMS to John and Mary with the reminder of the team exhibition tomorrow at 10:00 AM at the company office and open the location on Apple Maps.,{}
Send a reminder to attend the school fair next Friday from 10:00 AM to 2:00 PM at the School Ground to the teachers and students via text message and create a calendar event for the same.,{}
Forward the latest email to Steven@gmail.com and Emma@yahoo.com with the updated project plan attached.,"{'get_email_address': ['Emma'], 'open_and_get_file_path': ['updated project plan'], 'forward_email': [['$1', '$2'], [], '', ['$3']], 'join': []}"
"Append additional study material for tomorrow's exam to the note \""Biology Exam\"" in the \""School\"" folder. Also, create a reminder to revise the topic before the exam.",{}
"Forward the email with the latest updates on the team retreat to Jane and Mark, and open the location of the retreat venue in Apple Maps.","{'get_email_address': ['Mark'], 'maps_open_location': ['retreat venue'], 'forward_email': [['$1', '$2'], [], 'Please find the latest updates on the team retreat attached.', []], 'join': []}"
"Retrieve the email address for \""Mark\"" and create a calendar event titled \""Team Product Class\"" for next Friday at 2:00 PM with Sarah, Emily, and the email invitees.",{}
"Open the file \""History_Book.pdf\"" and summarize its contents. Then, create a note named \""History Exam Notes\"" and write down the summarized content for future study.",{}
"Create a note titled \""Vacation Plans\"" with details about your trip to Maui in the \""Travel\"" folder and open the location of the nearest snorkeling spot on Apple Maps.","{'create_note': ['Vacation Plans', 'Details about the trip to Maui will be added here.', ''], 'maps_open_location': ['nearest snorkeling spot'], 'join': []}"
Send a message to Mom and Dad about the family dinner this Sunday.,"{'get_phone_number': ['Dad'], 'send_sms': [['$1', '$2'], 'Hi Mom and Dad, just wanted to remind you about our family dinner this Sunday. Looking forward to it!'], 'join': []}"
"Send a reply email to Jess and Mark with the attached \""SeminarNotes.docx\"" and follow up with an SMS containing the get-together schedule details to the contacts from your list.",{}
"Please forward the latest email to John, Sarah, and Mark with the rally details attached. Additionally, create a reminder for tomorrow to prepare the presentation slides for the rally. Lastly, reply to the same email thread with additional information for reference.",{}
